Index,Elevation,Aspect,Slope,Horiz_dist_hydro,Vertical_dist_hydro,Horiz_dist_roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horiz_dist_firepoints,Cover_Type,Wilderness_Area,Soil_Type
36227,3096,12,7,0,0,870,213,226,150,1616,1,1,22
36228,3464,36,26,742,249,2410,208,173,87,1832,1,1,40
36229,2751,343,12,67,12,1812,195,221,165,3300,2,1,30
36230,2409,19,31,85,44,1026,181,160,99,726,6,4,10
36231,3058,70,6,30,-1,1296,227,228,135,3130,1,3,23
36232,3389,256,10,335,39,3535,197,246,187,2347,7,3,38
36233,2919,114,5,300,28,1664,228,235,141,1262,2,3,32
36234,2651,130,16,67,17,1775,244,230,110,5182,2,1,29
36235,3210,8,14,95,19,1371,203,212,145,417,1,3,23
36236,3289,183,17,671,89,2451,222,249,154,1638,2,3,33
36237,3192,282,10,450,116,3062,193,241,188,1054,1,3,32
36238,1969,286,15,95,27,450,175,238,202,644,6,4,1
36239,3207,27,11,430,35,3187,215,217,137,2759,1,3,32
36240,2084,14,10,0,0,794,211,220,145,162,4,4,4
36241,3021,277,6,60,0,1233,205,241,175,916,2,3,23
36242,2825,277,13,242,27,2536,184,242,197,3649,2,1,12
36243,3260,17,9,711,112,5851,213,222,145,2657,2,1,29
36244,2965,38,24,247,49,4883,212,181,92,3315,1,1,29
36245,2664,46,15,323,96,618,223,206,112,1889,2,1,29
36246,2997,75,7,162,21,5086,229,226,130,1195,2,1,29
36247,3127,288,6,0,0,1379,203,239,175,1275,1,2,40
36248,2535,77,29,277,116,797,242,172,40,836,2,3,10
36249,2982,266,19,272,53,5883,169,244,213,1371,2,1,29
36250,3181,337,19,390,106,3837,175,210,172,1892,2,3,39
36251,3075,132,11,162,20,1863,238,234,124,1829,2,3,13
36252,3189,93,5,192,8,5527,228,232,138,2574,1,1,29
36253,2928,72,21,30,4,5035,238,195,78,402,2,1,30
36254,3304,55,4,295,90,1041,222,231,145,2707,2,3,32
36255,3078,68,5,342,38,2847,225,230,139,1521,2,3,32
36256,3054,63,15,430,87,4963,232,207,104,1573,1,1,29
36257,2898,21,15,313,85,3204,209,207,132,2324,2,3,33
36258,2629,142,19,648,221,631,244,231,107,1320,3,3,4
36259,3212,51,15,454,37,2072,226,206,109,1802,1,3,33
36260,2944,312,26,474,210,3503,142,211,205,1249,2,1,29
36261,3159,23,8,421,59,5555,216,223,144,510,1,1,29
36262,2474,140,14,30,6,916,240,235,121,759,3,3,4
36263,2720,3,19,150,41,150,191,200,143,2676,2,1,24
36264,2548,222,24,170,56,1291,183,254,198,1235,2,3,2
36265,2995,68,8,541,69,5352,228,225,130,6390,2,1,12
36266,3127,27,6,579,46,1785,217,226,145,2793,1,3,32
36267,2924,18,8,108,11,3636,214,223,145,4366,2,1,12
36268,3056,141,23,446,104,510,247,226,95,1678,2,3,33
36269,3118,297,6,408,52,2329,202,238,175,2537,2,3,32
36270,3033,144,4,361,117,3020,226,239,148,1986,1,3,33
36271,3168,17,16,558,27,2190,205,204,132,1165,1,3,32
36272,3189,126,7,0,0,2648,232,236,137,2658,1,1,30
36273,3001,56,11,150,26,2856,227,217,122,6524,1,1,29
36274,3317,18,23,283,106,2155,196,185,118,1159,7,3,39
36275,3084,61,7,242,22,1253,226,225,133,1470,2,2,23
36276,3050,102,6,30,2,3261,230,233,137,626,2,1,29
36277,3070,43,18,750,10,1438,221,199,107,2125,1,3,33
36278,2046,104,4,0,0,924,226,234,143,511,4,4,17
36279,3022,88,15,30,-7,966,241,214,99,1260,1,3,32
36280,3032,15,11,541,-8,2589,210,217,143,2526,2,3,24
36281,3312,163,10,771,98,792,230,243,145,2694,2,3,32
36282,3126,69,8,124,12,1262,229,224,128,2436,1,1,29
36283,3263,31,17,390,98,3368,214,202,119,2051,7,3,39
36284,2959,164,14,313,20,5886,232,244,140,3425,2,1,29
36285,2900,280,31,150,79,5183,123,226,235,4758,1,1,24
36286,2205,58,36,42,14,443,220,143,27,953,6,4,10
36287,2075,340,29,0,0,424,147,185,169,360,6,4,10
36288,3289,40,15,685,213,696,220,206,117,875,1,1,22
36289,3205,249,14,242,42,2866,188,250,199,685,1,3,24
36290,3262,91,23,361,134,1482,248,198,67,2197,2,3,33
36291,3171,109,21,446,159,3343,251,210,77,1869,1,3,33
36292,3355,74,13,150,16,2337,235,215,109,1092,7,3,39
36293,2628,194,17,60,9,2010,215,252,165,1068,1,3,4
36294,3014,351,6,716,95,5352,210,230,159,5511,2,1,12
36295,2744,122,32,42,29,2078,254,197,45,706,2,3,13
36296,2860,74,31,270,-69,360,239,166,35,2526,2,1,30
36297,2571,349,5,242,28,1376,211,232,159,1471,5,3,2
36298,3238,298,14,228,42,779,181,235,193,1834,1,2,23
36299,3106,283,9,134,8,1189,196,241,184,1556,1,2,24
36300,2698,104,8,0,0,2167,234,230,129,6454,2,1,16
36301,2962,176,10,90,10,4468,226,246,152,5428,2,1,30
36302,2815,16,28,228,70,1128,184,169,110,1112,1,3,33
36303,2754,120,15,0,0,484,245,226,106,306,5,1,30
36304,2774,347,9,108,16,3137,204,226,161,3059,1,1,29
36305,3101,164,14,85,16,4810,232,244,140,1374,1,1,29
36306,2671,201,23,408,227,400,203,253,173,883,2,3,3
36307,2670,68,8,30,4,1448,229,223,127,1233,1,1,12
36308,3010,24,14,469,-22,638,212,209,131,579,2,3,31
36309,2931,142,13,295,67,2741,239,237,125,1905,2,1,29
36310,3207,234,8,391,60,2430,206,248,178,402,1,3,32
36311,2657,49,19,108,17,1048,224,195,97,1972,2,1,29
36312,2890,46,17,258,-37,648,223,201,107,2118,2,1,29
36313,3011,332,4,834,115,5828,211,235,162,6381,2,1,29
36314,3210,160,10,0,0,987,230,242,143,1248,1,1,23
36315,3198,174,15,134,5,769,228,246,147,1224,1,1,23
36316,3218,15,13,573,101,1061,208,212,139,2287,1,3,22
36317,3054,55,13,618,-20,1530,228,212,115,3020,2,3,33
36318,3196,301,27,400,103,342,136,217,216,973,1,2,22
36319,2935,167,22,218,96,1101,232,242,130,594,2,1,29
36320,2579,151,24,67,12,524,242,231,105,1922,2,1,30
36321,2465,61,23,256,71,618,231,187,77,1084,6,3,10
36322,2955,135,12,210,0,4512,239,234,123,5297,2,1,12
36323,2881,178,15,67,11,4790,225,248,150,162,2,1,30
36324,2700,76,20,180,70,1114,241,198,78,994,2,3,13
36325,3256,200,21,376,94,446,207,253,172,1112,1,1,22
36326,3288,349,5,272,23,5670,211,232,159,510,2,1,22
36327,3116,140,25,170,2,3332,247,223,88,2565,1,1,29
36328,3145,81,3,162,-1,4727,223,234,146,2007,1,1,19
36329,3026,357,23,234,48,402,177,191,146,1328,2,3,32
36330,3131,332,18,430,122,759,174,213,177,1812,1,3,24
36331,2972,23,7,150,4,4436,216,225,145,2040,2,1,29
36332,2974,79,4,218,-43,1243,224,233,144,524,2,3,31
36333,3152,126,4,201,16,4487,227,237,144,1928,1,1,23
36334,2816,233,22,90,-3,1200,179,253,206,1697,2,3,4
36335,3104,270,8,120,8,1914,200,243,182,2590,1,3,32
36336,2847,96,9,0,0,3288,235,227,123,2568,2,1,23
36337,3098,146,10,240,8,1020,234,239,135,1679,1,1,22
36338,3157,333,8,391,-28,1074,201,229,168,824,1,2,24
36339,2625,4,12,212,3,516,204,216,149,1465,2,1,29
36340,3220,270,31,911,299,3439,125,233,237,2405,2,3,27
36341,2814,166,14,134,17,1988,231,244,140,2202,2,3,26
36342,3239,69,21,524,141,4864,237,194,79,3188,1,1,30
36343,3048,108,19,270,6,721,249,214,86,722,1,1,29
36344,2767,192,29,218,120,2465,204,247,158,792,2,3,4
36345,2949,244,13,446,46,5716,193,250,194,3565,2,1,29
36346,2814,110,15,255,61,1852,244,222,103,774,5,3,31
36347,2914,78,21,150,-15,495,242,198,77,2448,2,1,30
36348,3045,324,15,437,116,1410,180,223,182,3113,1,1,22
36349,2808,338,20,379,118,2473,173,208,171,2170,2,1,29
36350,3018,231,10,612,109,6057,204,249,182,5370,2,1,29
36351,2781,29,8,551,47,210,217,222,140,875,5,3,11
36352,2781,66,17,0,0,2218,234,203,95,1784,2,3,13
36353,3364,67,10,30,-5,2546,230,221,123,1277,7,3,39
36354,3137,129,9,532,59,240,236,235,129,1361,2,1,22
36355,2945,207,23,67,41,2541,198,254,180,1732,2,3,33
36356,3371,110,24,210,52,2305,252,206,68,960,7,3,40
36357,2939,180,5,342,93,2182,222,243,156,1262,2,3,34
36358,3280,247,7,30,10,3426,205,246,179,1600,1,3,32
36359,3144,171,9,95,5,2509,226,244,150,534,1,3,23
36360,3048,47,8,108,-18,1500,223,223,135,780,1,1,23
36361,3133,197,14,180,30,2270,215,251,167,808,2,3,32
36362,3170,320,4,258,25,258,209,236,165,2143,1,2,32
36363,3164,256,10,330,55,212,197,246,187,3121,2,3,23
36364,2995,56,2,60,2,1060,220,235,151,1655,2,3,23
36365,3192,5,11,720,72,1997,206,219,150,2433,1,3,31
36366,3345,2,6,0,0,2856,211,228,154,2197,1,1,38
36367,3020,92,11,324,38,4128,238,222,114,2480,2,1,29
36368,2953,43,9,67,13,1572,222,220,133,451,1,3,32
36369,2929,322,16,190,9,2797,179,223,183,2171,1,3,24
36370,2744,257,36,192,95,1651,113,233,242,1290,2,3,13
36371,3183,23,9,706,72,1865,215,221,142,2482,1,3,31
36372,2790,92,32,124,65,2089,250,173,26,417,2,3,13
36373,3120,74,16,330,45,4264,237,208,98,3376,1,1,29
36374,2969,118,4,150,0,2322,226,236,145,1830,2,1,29
36375,2445,89,20,42,8,655,245,205,80,1231,3,4,5
36376,2631,328,16,408,-15,1077,181,220,178,1575,2,1,30
36377,2850,91,11,268,12,2952,237,223,115,2717,2,1,12
36378,2995,133,33,540,168,1015,250,203,51,677,2,1,30
36379,2975,243,11,443,66,5887,199,249,187,3084,2,1,29
36380,3314,185,10,258,35,3460,222,248,158,1423,1,3,32
36381,3410,115,13,300,-54,1933,243,226,110,2992,1,2,38
36382,2751,324,8,30,2,2008,199,231,172,2799,2,1,20
36383,2762,87,15,300,1,1442,241,213,98,999,2,3,11
36384,3166,164,7,153,4,4507,227,242,149,1087,1,1,29
36385,2993,155,29,182,56,3401,239,228,97,1116,2,3,13
36386,3181,202,20,684,89,301,206,253,174,2722,2,3,13
36387,3177,327,15,228,22,3873,183,223,178,2023,1,3,23
36388,2926,203,11,256,26,5416,215,250,169,5110,2,1,23
36389,2991,293,14,443,71,4842,179,236,197,1761,2,1,29
36390,3250,66,9,270,38,1170,229,223,127,2250,1,1,23
36391,2490,79,9,240,13,878,232,224,124,4184,2,1,18
36392,2916,160,13,90,3,5302,233,242,138,4039,2,1,29
36393,3289,215,21,270,21,3228,194,254,189,564,1,3,33
36394,3121,32,12,297,54,5076,217,214,130,2958,1,1,30
36395,3063,216,11,661,354,2419,209,251,177,1357,2,3,13
36396,2794,24,10,127,5,1634,215,218,140,1689,2,1,12
36397,2962,345,12,90,25,1776,196,221,163,560,2,3,31
36398,2629,12,22,391,34,1120,191,189,128,1676,2,1,30
36399,2778,41,13,175,15,240,221,211,123,949,2,1,30
36400,3072,332,13,162,42,2951,190,224,173,618,1,1,23
36401,3116,72,9,0,0,1369,231,223,125,2375,1,1,29
36402,3309,81,14,420,94,2052,238,215,106,2197,1,1,38
36403,2743,90,6,182,21,924,229,231,136,391,3,3,11
36404,2970,274,22,201,78,2847,155,239,221,875,2,3,13
36405,3001,251,19,108,12,1342,174,249,211,2658,1,3,22
36406,2753,172,9,120,2,1907,226,245,151,787,2,1,12
36407,3291,67,14,618,5,4097,233,211,106,2700,1,1,29
36408,2965,126,6,201,10,4137,231,236,138,5619,2,1,29
36409,2792,59,1,170,24,3042,220,235,152,5886,2,1,12
36410,2781,135,8,0,0,1812,233,237,136,2379,5,3,17
36411,2991,324,13,242,10,4012,187,226,179,1385,2,1,29
36412,3416,42,19,570,67,3439,219,194,103,1480,7,3,39
36413,3232,68,16,192,37,1677,235,207,99,1458,1,2,33
36414,2588,56,7,295,35,794,225,225,134,5395,2,1,29
36415,3230,167,8,297,0,4603,226,243,150,765,2,1,29
36416,3057,60,14,604,-17,1539,230,210,109,3056,2,3,33
36417,2839,330,28,295,133,2938,142,193,184,1790,2,1,29
36418,3174,233,12,797,30,6090,200,251,186,1131,2,1,29
36419,3025,138,7,90,2,3231,232,238,138,541,1,1,29
36420,2474,238,4,30,0,1008,212,244,170,1252,6,3,17
36421,2906,149,7,90,-5,759,229,240,143,2014,2,1,23
36422,3203,305,25,430,117,376,144,218,210,1116,1,2,22
36423,2746,178,9,124,22,964,224,246,154,484,3,3,2
36424,2910,51,10,30,0,1265,225,218,126,1443,2,3,23
36425,3184,199,11,108,5,2886,216,250,167,1173,1,3,23
36426,2892,277,35,180,95,2534,108,222,242,1613,1,3,33
36427,2897,9,8,30,5,4284,211,224,150,3067,2,1,23
36428,3161,120,8,309,29,481,234,234,132,5593,1,2,23
36429,2889,228,6,295,66,2727,211,246,172,2300,2,1,12
36430,2424,315,6,240,80,1032,203,235,171,1471,6,4,6
36431,3190,34,3,182,31,2442,219,232,149,2569,1,1,23
36432,2942,101,8,30,4,2220,235,229,126,2108,1,3,23
36433,3202,301,11,120,19,2297,188,235,187,570,1,3,32
36434,3541,108,30,864,256,2330,254,189,39,1398,1,1,40
36435,2823,267,17,30,11,2440,175,245,208,2308,1,3,20
36436,2050,109,37,153,115,180,253,171,10,366,3,4,1
36437,2884,74,12,335,36,2828,235,216,111,2646,2,1,12
36438,3204,13,13,591,11,2192,207,213,142,1131,1,3,31
36439,2867,105,13,0,0,3467,242,223,108,4978,1,1,20
36440,3033,46,15,60,-4,3384,224,207,114,1426,1,3,23
36441,3057,71,19,95,23,4307,238,199,85,2773,2,1,29
36442,3379,51,9,127,-2,4112,225,220,128,1221,1,1,38
36443,2847,332,19,524,288,1226,172,212,178,967,2,3,33
36444,3138,122,15,175,40,1693,244,227,109,3281,1,3,33
36445,2974,94,10,240,37,4133,236,225,119,1950,2,1,12
36446,2951,153,19,424,139,446,239,237,119,1248,1,1,29
36447,3216,315,4,258,34,402,209,236,166,1239,1,3,23
36448,3359,261,17,459,19,3369,177,247,208,1657,1,1,39
36449,3041,242,18,750,174,6132,183,252,204,3638,2,1,29
36450,2967,39,6,402,79,2053,221,226,141,2561,2,3,32
36451,3013,67,2,277,37,5199,221,235,151,1273,2,1,29
36452,3103,315,3,30,0,939,211,237,164,2549,1,1,30
36453,2901,231,26,30,6,2589,169,252,210,1443,2,3,13
36454,2552,94,15,309,-28,466,243,216,99,1155,2,1,20
36455,3306,112,9,240,-15,1931,235,231,127,3178,7,1,38
36456,2898,212,21,30,14,1822,198,254,185,1243,2,3,23
36457,3404,72,10,300,55,2774,232,220,119,1464,7,3,38
36458,3263,88,5,190,11,6300,228,231,137,360,1,1,22
36459,2951,81,6,30,-4,1395,228,230,136,2101,1,1,23
36460,3041,306,16,182,46,2663,174,229,195,1689,1,3,33
36461,3305,179,13,1061,137,2471,225,248,152,1992,7,3,31
36462,2942,100,14,190,33,1830,243,219,102,1950,2,3,31
36463,2899,27,3,390,102,1019,218,232,151,2904,1,3,11
36464,3228,92,7,570,60,4079,232,229,129,1986,1,1,29
36465,2932,87,14,182,48,4650,240,215,102,1825,2,1,29
36466,3397,133,11,228,-2,1867,238,235,126,3104,1,2,38
36467,2973,318,12,90,7,4170,188,229,180,1148,2,1,29
36468,3166,5,21,90,41,1298,188,194,139,983,1,3,22
36469,3257,319,9,127,21,4790,198,232,174,2796,1,3,32
36470,2870,348,23,242,57,2816,172,196,159,1814,2,3,33
36471,3128,153,11,175,-4,1054,233,241,137,1826,1,1,22
36472,3167,154,12,808,100,2905,235,241,135,2860,2,3,32
36473,2936,277,17,256,67,3913,170,241,209,845,2,1,29
36474,2611,42,6,60,0,631,221,227,141,6043,2,1,29
36475,3076,82,7,420,-106,1703,230,228,132,1237,1,1,23
36476,2712,261,12,85,14,1592,191,246,194,960,2,3,33
36477,3076,211,6,759,17,272,216,245,166,1048,2,3,32
36478,2968,284,18,426,140,4897,168,237,208,335,2,1,29
36479,2803,59,6,210,30,1351,224,228,139,2490,1,3,33
36480,3119,267,12,0,0,446,189,245,195,2167,2,2,22
36481,3204,279,14,134,19,2927,181,241,200,1443,1,3,23
36482,3381,83,46,306,150,2396,233,119,0,591,7,3,39
36483,2799,183,16,319,63,1195,223,249,154,579,2,3,34
36484,2475,18,14,150,50,1574,208,210,136,365,3,3,10
36485,3190,269,16,443,86,5870,178,244,205,2828,2,1,29
36486,3258,92,19,319,97,2598,246,208,84,3181,7,3,39
36487,3360,167,11,379,31,890,229,244,145,4250,2,2,32
36488,2909,305,26,192,62,5771,140,216,211,4718,2,1,24
36489,3048,247,15,162,35,1518,188,250,199,67,2,3,32
36490,3290,91,9,180,-5,4045,235,226,122,2239,1,1,38
36491,2755,45,5,60,-4,2431,222,228,142,3994,2,1,23
36492,2901,67,25,170,86,175,235,180,61,1142,1,1,29
36493,2945,57,11,30,9,4854,228,217,121,6100,2,1,20
36494,3074,295,13,134,25,2232,182,236,194,3186,1,1,22
36495,2978,193,12,558,65,5515,219,249,163,4101,2,1,29
36496,2816,200,22,210,-15,1239,206,253,171,1651,2,3,4
36497,2501,149,1,0,0,577,221,238,154,5704,2,1,18
36498,3059,89,18,212,45,4731,244,208,86,1879,1,1,29
36499,2850,141,28,42,22,4968,248,220,80,190,1,1,30
36500,2984,95,18,376,42,5205,246,211,88,1940,1,1,29
36501,2626,20,10,0,0,955,214,220,142,1604,2,3,33
36502,3118,43,24,469,43,4520,217,180,85,3102,1,1,29
36503,2672,72,11,30,3,2490,233,218,116,674,2,3,10
36504,3070,286,13,67,21,1691,183,239,196,324,2,3,32
36505,2903,71,13,488,35,1773,234,214,110,2707,2,3,31
36506,3208,329,11,636,71,2133,194,227,172,703,1,3,32
36507,2087,284,33,60,39,180,111,219,237,624,3,4,10
36508,3187,32,39,450,191,570,181,129,54,1999,7,1,30
36509,3185,335,10,127,12,4336,198,227,168,618,1,3,23
36510,3126,185,8,218,-22,6271,222,246,158,1155,1,1,29
36511,2419,125,8,300,29,960,233,235,134,976,3,4,2
36512,3362,102,38,210,124,3958,251,162,2,3464,7,3,33
36513,2628,93,27,85,36,1452,250,188,48,247,2,3,4
36514,2925,113,18,134,-5,4421,248,218,92,3227,1,1,29
36515,3424,275,3,725,185,3018,212,240,166,2011,7,3,38
36516,3012,5,8,882,214,2888,210,224,152,1022,2,3,34
36517,2071,247,34,95,63,382,131,242,234,335,3,4,1
36518,3420,272,13,42,3,5267,185,244,198,3871,7,3,38
36519,2718,150,9,150,5,1233,233,240,138,1986,2,1,12
36520,2708,103,8,458,56,1073,233,230,130,1932,2,1,29
36521,2704,95,20,0,0,240,247,207,80,541,5,1,30
36522,2632,87,13,531,48,990,239,218,108,960,3,3,11
36523,2991,90,11,240,26,5171,237,223,116,5961,1,1,12
36524,2613,164,10,0,0,3144,229,243,146,2148,2,3,20
36525,2531,101,7,85,18,1455,233,230,130,4549,2,1,18
36526,2711,180,10,390,-24,540,224,246,155,722,2,3,34
36527,2865,33,32,170,32,1041,197,155,74,1680,2,3,24
36528,3008,160,7,30,-2,3331,228,242,147,5917,2,1,29
36529,2659,58,13,391,31,430,229,212,114,1827,2,1,12
36530,2990,340,9,30,5,1956,201,227,165,3517,1,1,23
36531,2656,342,23,190,53,1616,166,199,168,2744,6,3,10
36532,2837,159,16,30,3,5649,235,241,131,4575,2,1,30
36533,1946,49,17,30,4,330,225,202,105,595,6,4,1
36534,3416,57,17,671,67,3515,229,201,98,1572,7,3,39
36535,3165,318,7,644,57,5925,202,234,171,1230,2,1,29
36536,3001,124,7,525,36,5361,232,235,136,5606,2,1,12
36537,2961,211,21,90,10,1538,197,254,184,1026,2,3,13
36538,2276,312,27,270,197,702,136,208,206,1006,6,4,10
36539,3166,68,15,551,107,1710,234,208,101,3305,1,3,24
36540,3200,291,12,60,10,4192,186,238,192,2220,1,3,38
36541,3226,180,0,350,5,5880,219,238,157,1781,1,1,22
36542,2744,14,2,256,80,2763,217,235,155,1266,2,3,32
36543,3217,318,7,488,33,765,201,234,172,1801,1,3,31
36544,3041,342,2,30,-2,3185,214,235,159,5839,2,1,29
36545,2183,45,37,339,218,382,201,134,38,242,3,4,10
36546,2613,29,18,283,68,1269,211,197,117,696,3,3,11
36547,3174,59,14,390,26,1892,230,210,110,2976,2,1,29
36548,3368,186,10,459,100,3274,222,247,158,192,1,3,38
36549,2794,65,18,242,107,247,234,200,91,1358,5,1,29
36550,3270,98,5,497,65,3158,228,233,138,4535,1,1,40
36551,2686,35,11,150,33,2110,219,215,130,1954,6,3,10
36552,3241,82,10,60,-7,1513,234,222,119,2739,1,1,22
36553,2656,72,5,180,3,1396,225,231,141,6138,2,1,12
36554,2823,68,11,42,-3,553,232,218,117,1123,2,3,32
36555,3370,55,24,306,85,1878,226,180,74,1746,1,1,40
36556,3199,39,6,201,12,3343,220,227,142,3486,1,1,23
36557,2206,6,32,212,25,806,163,160,119,702,6,4,10
36558,3031,257,9,1025,195,2910,200,246,185,1298,2,3,34
36559,3173,313,10,558,164,767,192,232,180,1969,1,3,24
36560,2830,255,21,335,184,1173,166,248,216,1657,2,3,33
36561,3003,315,4,319,86,4413,210,236,165,2096,2,1,30
36562,2957,352,11,811,125,470,200,221,159,1485,2,3,4
36563,3191,354,31,492,47,5937,154,171,144,1082,1,1,29
36564,2992,34,21,124,34,240,211,189,105,1441,2,3,24
36565,3142,106,8,180,-16,3354,233,231,130,5003,1,1,30
36566,2863,41,9,418,84,1377,221,221,134,2781,2,3,33
36567,3329,114,12,603,-33,470,241,228,115,573,1,2,32
36568,3011,253,10,418,108,5368,198,247,187,1359,2,1,30
36569,3197,299,6,591,102,5284,202,238,175,2083,1,1,19
36570,3662,22,17,1113,253,5058,207,201,126,3502,7,3,40
36571,2955,325,4,313,10,4489,210,235,163,5780,2,1,12
36572,2764,236,21,153,52,1585,178,253,207,1243,2,3,33
36573,3387,18,9,272,20,4392,213,221,144,3878,7,1,40
36574,2880,356,15,511,179,2832,194,212,154,1813,2,1,29
36575,3215,335,15,313,11,3941,184,218,173,1615,1,3,22
36576,2792,16,12,295,55,3098,210,215,141,1159,2,3,32
36577,3070,69,12,90,-18,2713,233,216,113,2015,1,3,31
36578,2780,292,8,120,12,1873,199,239,180,2821,2,1,29
36579,3375,333,11,854,125,1110,195,226,170,2002,7,3,38
36580,3137,158,9,295,39,170,231,242,143,4837,2,2,22
36581,2841,56,10,256,41,1689,227,218,124,2661,2,3,26
36582,2695,31,1,600,-20,987,218,235,154,1482,2,1,12
36583,3196,50,20,153,42,3341,224,192,93,752,1,3,32
36584,2949,218,11,153,30,5323,208,251,178,3130,1,1,23
36585,3269,357,4,150,9,892,213,232,157,2265,1,1,38
36586,2906,330,9,212,18,1318,199,229,170,1683,1,1,29
36587,3255,43,10,953,-35,1489,222,218,130,2910,2,2,23
36588,3217,158,14,0,0,3289,235,241,134,781,1,3,33
36589,2780,146,2,360,34,1746,221,238,153,2954,2,1,12
36590,3252,96,5,573,143,4829,228,233,139,2914,1,1,29
36591,2346,355,17,95,37,1266,191,208,154,295,3,4,10
36592,3141,339,15,242,44,3483,187,218,169,3185,1,3,24
36593,2732,345,11,247,58,1929,198,222,163,1898,2,1,29
36594,3266,255,7,612,32,600,203,245,180,666,1,3,32
36595,2756,30,4,150,2,2571,218,231,149,1770,2,1,12
36596,2926,225,12,297,26,5773,204,251,183,6197,1,1,29
36597,2854,341,12,0,0,5858,194,222,166,4529,2,1,24
36598,3210,153,2,85,-2,2876,222,239,153,659,1,1,23
36599,2860,162,19,242,74,3701,235,241,129,1465,2,1,30
36600,3175,23,6,391,92,4790,216,227,147,1613,1,1,29
36601,2892,126,36,661,115,4272,252,191,0,1624,2,3,13
36602,3424,171,11,420,224,2536,228,245,147,663,7,3,38
36603,3041,233,14,570,50,5892,196,252,191,4942,1,1,29
36604,2450,67,11,350,92,319,231,218,119,391,3,4,2
36605,2883,212,27,300,88,2143,187,253,189,1519,2,3,13
36606,2909,90,1,216,0,4079,220,237,153,5733,2,1,8
36607,2629,34,11,570,118,631,219,216,132,953,3,4,11
36608,2900,58,9,495,141,1485,227,221,127,1681,2,3,32
36609,3045,18,4,175,27,4540,217,231,152,283,2,1,30
36610,3250,68,12,120,2,685,232,216,114,2203,1,1,22
36611,2984,5,11,679,189,3001,205,218,149,940,2,3,10
36612,3144,152,14,67,11,983,236,240,131,2144,1,2,23
36613,2496,305,11,604,259,743,188,234,186,451,3,4,11
36614,2592,45,9,210,25,1627,223,220,131,1939,2,3,11
36615,2942,65,5,272,75,631,225,230,140,1804,1,3,32
36616,3366,297,10,815,109,977,193,237,184,2223,1,3,32
36617,3042,344,22,391,183,981,170,200,165,3326,2,3,24
36618,3092,24,5,451,97,2742,217,230,149,1583,2,3,32
36619,2938,301,3,85,3,1888,211,238,165,799,2,3,23
36620,3082,135,2,30,0,1740,222,238,151,446,1,1,23
36621,2135,326,28,256,131,300,141,197,190,532,3,4,10
36622,2978,243,11,470,69,5882,199,249,187,3066,2,1,29
36623,2875,78,19,228,80,234,241,201,83,812,1,1,29
36624,2688,328,16,323,-22,1588,181,220,178,4230,2,1,29
36625,3385,97,16,488,152,2059,244,215,96,1507,7,1,35
36626,3236,310,15,120,27,4846,179,229,190,1282,2,1,29
36627,2876,228,14,150,78,1994,198,252,189,916,2,3,31
36628,3103,290,10,190,69,902,191,239,188,1478,2,3,32
36629,3018,340,5,752,46,5734,210,233,162,6433,1,1,29
36630,3078,122,6,60,-11,865,231,235,137,1566,1,1,22
36631,3281,239,10,90,2,3681,202,249,184,1645,1,3,32
36632,2754,155,5,124,-4,1995,226,240,149,858,2,1,12
36633,3064,150,29,371,83,1892,242,225,91,1383,1,1,29
36634,3138,270,5,42,2,696,207,241,173,2400,1,2,19
36635,2582,38,11,85,12,2971,220,216,130,2525,2,3,11
36636,3148,75,10,342,38,1981,233,221,120,3150,1,3,24
36637,3021,9,17,400,162,1207,198,203,139,3538,1,3,24
36638,3224,212,9,481,33,5960,213,249,172,3191,2,1,29
36639,2756,6,5,134,25,1443,214,230,154,2258,1,1,12
36640,3020,343,24,570,198,571,163,195,165,1235,2,1,30
36641,3502,100,10,420,9,1296,237,227,120,830,7,2,40
36642,3131,0,10,67,7,2040,205,221,153,2945,1,3,23
36643,2768,156,10,30,0,3062,232,241,140,2372,2,1,12
36644,2987,238,9,277,98,2083,204,248,181,1116,2,3,33
36645,3115,185,5,607,53,339,221,244,158,1650,2,3,23
36646,3073,306,7,192,44,4487,201,236,174,2333,1,1,29
36647,2315,271,15,170,31,1100,180,244,202,830,3,4,6
36648,3001,225,10,342,3,1866,207,249,179,842,2,3,31
36649,3175,161,10,450,66,309,230,243,143,3048,2,3,31
36650,2953,181,20,295,22,2293,223,248,149,1587,2,3,13
36651,3168,342,6,150,-10,799,208,231,162,1025,1,2,22
36652,2890,12,12,134,28,2864,207,215,143,2292,1,3,32
36653,3029,21,19,781,264,1772,204,195,122,2207,1,3,33
36654,2926,112,17,30,7,4521,247,220,97,5408,2,1,29
36655,3073,123,16,376,105,3757,245,227,106,2526,1,1,30
36656,2605,183,14,256,75,870,223,249,155,1364,3,3,2
36657,2592,41,10,30,2,1154,221,218,131,1756,2,3,11
36658,2652,164,8,0,0,3424,227,243,148,2131,2,3,20
36659,2790,9,14,313,116,1384,204,212,144,819,2,3,32
36660,2656,318,14,30,5,2065,184,227,183,2379,6,3,10
36661,2880,234,6,0,0,6150,209,246,174,4610,2,1,29
36662,2955,141,10,124,9,5251,236,237,131,2147,1,1,23
36663,2922,222,14,30,-6,1026,202,252,184,525,2,3,23
36664,3126,52,10,30,0,1936,226,218,125,2461,7,1,29
